week_no,item_code,holiday_flag,holiday_score,grow_score
202522,1101,2,0,2
202522,1201,2,0,0
202522,1207,2,0,49
202522,1209,2,0,0
202523,501,4,0,28
202523,601,4,0,49
202523,602,4,0,49
202523,1001,4,0,0
202523,1005,4,0,21
202523,1101,4,0,14
202523,1201,4,0,0
202523,1207,4,0,49
202523,1209,4,0,0
202524,501,2,0,8
202524,601,2,0,54
202524,602,2,0,54
202524,1001,2,0,0
202524,1005,2,0,21
202524,1101,2,0,14
202524,1201,2,0,0
202524,1207,2,0,49
202524,1209,2,0,0
202525,501,2,0,0
202525,601,2,0,56
202525,602,2,0,56
202525,1001,2,0,2
202525,1005,2,0,19
202525,1101,2,0,16
202525,1201,2,0,0
202525,1207,2,0,49
202525,1209,2,0,0
202526,501,2,0,0
202526,601,2,0,56
202526,602,2,0,56
202526,1001,2,0,7
202526,1005,2,0,14
202526,1101,2,0,21
202526,1201,2,0,0
202526,1207,2,0,49
202526,1209,2,0,0
202527,501,2,0,0
202527,601,2,0,56
202527,602,2,0,56
202527,1001,2,0,7
202527,1005,2,0,14
202527,1101,2,0,21
202527,1201,2,0,0
202527,1207,2,0,49
202527,1209,2,0,0
202528,501,0,0,0
202528,601,0,0,40
202528,602,0,0,40
202528,1001,0,0,6
202528,1005,0,0,10
202528,1101,0,0,16
202528,1201,0,0,0
202528,1207,0,0,35
202528,1209,0,0,0
